"name","kingdom","class","phylum","scientificName","family","species","order","genus","yearPublished","populationTrend","biogeographicalRealms","systems","scopes","lastAssessed","estimatedPopulation","threats","habitats"
"Clear Lake Pyrg","animalia","gastropoda","mollusca","Pyrgulopsis ventricosa","hydrobiidae","ventricosa","littorinimorpha","pyrgulopsis",2012,"Decreasing","Nearctic","Freshwater (=Inland waters)","Global","05 March 2012",NA,"Natural system modifications","Wetlands (inland)"
"Chinese Puffer","animalia","actinopterygii","chordata","Takifugu chinensis","tetraodontidae","chinensis","tetraodontiformes","takifugu",2014,"Decreasing","","Marine","Global","10 June 2011",NA,"Biological resource use;Natural system modifications;Invasive and other problematic species, genes & diseases;Pollution","Marine Neritic"
NA,"animalia","arachnida","arthropoda","Nesiergus halophilus","theraphosidae","halophilus","araneae","nesiergus",2014,"Unknown","Afrotropical","Terrestrial","Global","01 November 2012",NA,"Residential & commercial development;Climate change & severe weather","Other"
NA,"animalia","arachnida","arthropoda","Apolania segmentata","ctenidae","segmentata","araneae","apolania",2014,"Unknown","Afrotropical","Terrestrial","Global","01 December 2012",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases","Forest"
"Bolland’s Blue","animalia","insecta","arthropoda","Polyommatus bollandi","lycaenidae","bollandi","lepidoptera","polyommatus",2015,"Unknown","Palearctic","Terrestrial","Global;Mediterranean","28 February 2013",NA,"Residential & commercial development;Agriculture & aquaculture;Energy production & mining;Transportation & service corridors;Natural system modifications;Pollution","Shrubland;Grassland"
"Flax Shell","animalia","gastropoda","mollusca","Placostylus mbengensis","orthalicidae","mbengensis","stylommatophora","placostylus",2012,"Unknown","Oceanian","Terrestrial","Global","28 August 2011",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases","Forest"
NA,"animalia","gastropoda","mollusca","Gonatorhaphe lauensis","neocyclotidae","lauensis","architaenioglossa","gonatorhaphe",2012,"Unknown","Oceanian","Terrestrial","Global","02 August 2011",NA,"Residential & commercial development;Agriculture & aquaculture;Invasive and other problematic species, genes & diseases","Forest"
NA,"animalia","gastropoda","mollusca","Thaumatodon spirrhymatum","endodontidae","spirrhymatum","stylommatophora","thaumatodon",2012,"Unknown","Oceanian","Terrestrial","Global","26 July 2011",NA,"Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases","Forest"
NA,"animalia","gastropoda","mollusca","Vatusila nayauana","charopidae","nayauana","stylommatophora","vatusila",2012,"Unknown","Oceanian","Terrestrial","Global","24 August 2011",NA,"Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases","Forest"
NA,"animalia","arachnida","arthropoda","Ischnothyrella jivani","oonopidae","jivani","araneae","ischnothyrella",2014,"Unknown","Afrotropical","Terrestrial","Global","01 December 2012",NA,"Residential & commercial development;Pollution;Climate change & severe weather","Forest"
NA,"animalia","arachnida","arthropoda","Patu silho","symphytognathidae","silho","araneae","patu",2014,"Unknown","Afrotropical","Terrestrial","Global","01 December 2012",150000,"Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
"Futuna's Emperor ","animalia","actinopterygii","chordata","Akihito futuna","gobiidae","futuna","perciformes","akihito",2012,"Decreasing","Oceanian","Freshwater (=Inland waters);Marine;Freshwater (=Inland waters) and Marine","Global","23 August 2011",NA,"Agriculture & aquaculture;Natural system modifications","Wetlands (inland);Marine Neritic"
NA,"animalia","gastropoda","mollusca","Palaina moussoni","diplommatinidae","moussoni","architaenioglossa","palaina",2012,"Unknown","Oceanian","Terrestrial","Global","22 August 2011",NA,"Residential & commercial development;Invasive and other problematic species, genes & diseases","Forest"
NA,"animalia","gastropoda","mollusca","Palaina patula","diplommatinidae","patula","architaenioglossa","palaina",2012,"Unknown","Oceanian","Terrestrial","Global","22 August 2011",NA,"Residential & commercial development;Biological resource use","Forest"
NA,"animalia","bivalvia","mollusca","Lemiox rimosus","unionidae","rimosus","unionoida","lemiox",2012,"Decreasing","Nearctic","Freshwater (=Inland waters)","Global","12 March 2012",NA,"Energy production & mining;Natural system modifications;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
"Canterbury Mudfish","animalia","actinopterygii","chordata","Neochanna burrowsius","galaxiidae","burrowsius","osmeriformes","neochanna",2014,"Decreasing","Australasian","Freshwater (=Inland waters)","Global","15 July 2014",NA,"Agriculture & aquaculture;Natural system modifications;Invasive and other problematic species, genes & diseases","Wetlands (inland);Artificial/Aquatic & Marine"
NA,"animalia","gastropoda","mollusca","Cryptella alegranzae","parmacellidae","alegranzae","stylommatophora","cryptella",2017,"Decreasing","Palearctic","Terrestrial","Global;Europe","21 November 2016",30,"Climate change & severe weather","Shrubland"
NA,"animalia","arachnida","arthropoda","Sesato setosa","theridiidae","setosa","araneae","sesato",2014,"Unknown","Afrotropical","Terrestrial","Global","01 November 2012",62500,"Invasive and other problematic species, genes & diseases","Forest"
NA,"animalia","arachnida","arthropoda","Zoma zoma","theridiosomatidae","zoma","araneae","zoma",2014,"Unknown","Afrotropical","Terrestrial","Global","01 December 2012",NA,"Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
NA,"animalia","insecta","arthropoda","Theganopteryx liturata","blattellidae","liturata","blattodea","theganopteryx",2012,"Unknown","Afrotropical","Terrestrial","Global","25 October 2007",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases","Forest"
NA,"animalia","insecta","arthropoda","Chaetolabia fryeri","labiidae","fryeri","dermaptera","chaetolabia",2012,"Unknown","Afrotropical","Terrestrial","Global","27 October 2007",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
NA,"animalia","insecta","arthropoda","Chaetospania gardineri","labiidae","gardineri","dermaptera","chaetospania",2012,"Unknown","Afrotropical","Terrestrial","Global","27 October 2007",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
NA,"animalia","insecta","arthropoda","Balta crassivenosa","blattellidae","crassivenosa","blattodea","balta",2012,"Unknown","Afrotropical","Terrestrial","Global","25 October 2007",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases","Forest;Wetlands (inland)"
"Marbled Darter","animalia","actinopterygii","chordata","Etheostoma marmorpinnum","percidae","marmorpinnum","perciformes","etheostoma",2014,"Decreasing","Nearctic","Freshwater (=Inland waters)","Global","21 December 2011",NA,"Transportation & service corridors;Natural system modifications;Pollution","Wetlands (inland)"
NA,"animalia","reptilia","chordata","Rhadinella tolpanorum","dipsadidae","tolpanorum","squamata","rhadinella",2013,"Decreasing","Neotropical","Terrestrial","Global","08 May 2013",NA,"Agriculture & aquaculture;Biological resource use","Forest"
"Reyes’ Caribbean Gecko","animalia","reptilia","chordata","Aristelliger reyesi","sphaerodactylidae","reyesi","squamata","aristelliger",2017,"Decreasing","Neotropical","Terrestrial","Global","30 November 2016",NA,"Residential & commercial development","Forest;Caves and Subterranean Habitats (non-aquatic)"
NA,"animalia","amphibia","chordata","Callulina laphami","brevicipitidae","laphami","anura","callulina",2012,"Unknown","Afrotropical","Terrestrial","Global","27 July 2011",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use","Forest"
NA,"animalia","chilopoda","arthropoda","Mecistocephalus sechellarum","mecistocephalidae","sechellarum","geophilomorpha","mecistocephalus",2014,"Unknown","Afrotropical","Terrestrial","Global","01 December 2012",NA,"Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
"Gollum Galaxias","animalia","actinopterygii","chordata","Galaxias gollumoides","galaxiidae","gollumoides","osmeriformes","galaxias",2014,"Decreasing","Australasian","Freshwater (=Inland waters)","Global","04 August 2014",NA,"Energy production & mining;Natural system modifications;Invasive and other problematic species, genes & diseases","Wetlands (inland)"
NA,"animalia","malacostraca","arthropoda","Edoneus atheatus","atyidae","atheatus","decapoda","edoneus",2013,"Unknown","Indomalayan","Freshwater (=Inland waters)","Global","16 November 2011",NA,"Energy production & mining;Human intrusions & disturbance","Wetlands (inland)"
NA,"animalia","malacostraca","arthropoda","Caridina tumida","atyidae","tumida","decapoda","caridina",2013,"Unknown","Indomalayan","Freshwater (=Inland waters)","Global","20 November 2011",NA,"Biological resource use","Wetlands (inland)"
NA,"animalia","malacostraca","arthropoda","Palaemonetes mesopotamicus","palaemonidae","mesopotamicus","decapoda","palaemonetes",2013,"Unknown","Palearctic","Freshwater (=Inland waters)","Global","13 July 2012",NA,"Natural system modifications;Pollution","Wetlands (inland)"
NA,"animalia","malacostraca","arthropoda","Caridina apodosis","atyidae","apodosis","decapoda","caridina",2013,"Unknown","Indomalayan","Freshwater (=Inland waters)","Global","28 November 2011",NA,"Residential & commercial development;Pollution","Wetlands (inland)"
NA,"animalia","malacostraca","arthropoda","Cryphiops luscus","palaemonidae","luscus","decapoda","cryphiops",2013,"Unknown","Neotropical","Freshwater (=Inland waters)","Global","22 April 2012",NA,"Pollution","Wetlands (inland)"
NA,"animalia","malacostraca","arthropoda","Caridina linduensis","atyidae","linduensis","decapoda","caridina",2013,"Unknown","Indomalayan","Freshwater (=Inland waters)","Global","15 November 2011",NA,"Biological resource use;Invasive and other problematic species, genes & diseases","Wetlands (inland)"
"Upland Longjaw Galaxias","animalia","actinopterygii","chordata","Galaxias prognathus","galaxiidae","prognathus","osmeriformes","galaxias",2014,"Decreasing","Australasian","Freshwater (=Inland waters)","Global","06 August 2014",5000,"Agriculture & aquaculture;Energy production & mining;Natural system modifications;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
"Lowland Longjaw Galaxias","animalia","actinopterygii","chordata","Galaxias cobitinis","galaxiidae","cobitinis","osmeriformes","galaxias",2014,"Unknown","Australasian","Freshwater (=Inland waters)","Global","30 July 2014",NA,"Residential & commercial development;Natural system modifications;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Wetlands (inland)"
NA,"animalia","malacostraca","arthropoda","Leptopalaemon glabrus","palaemonidae","glabrus","decapoda","leptopalaemon",2013,"Unknown","Australasian","Freshwater (=Inland waters)","Global","18 November 2011",NA,"Invasive and other problematic species, genes & diseases","Wetlands (inland)"
NA,"animalia","malacostraca","arthropoda","Sinodina acutipoda","atyidae","acutipoda","decapoda","sinodina",2013,"Unknown","Indomalayan","Freshwater (=Inland waters)","Global","10 April 2012",NA,"Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
"Crampton's Samoana tree snail","animalia","gastropoda","mollusca","Samoana cramptoni","partulidae","cramptoni","stylommatophora","samoana",2012,"Unknown","Oceanian","Terrestrial","Global","20 August 2011",NA,"Biological resource use","Forest"
NA,"animalia","gastropoda","mollusca","Potamopyrgus oppidanus","hydrobiidae","oppidanus","littorinimorpha","potamopyrgus",2013,"Decreasing","Australasian","Freshwater (=Inland waters)","Global","29 July 2011",NA,"Residential & commercial development;Natural system modifications;Pollution","Wetlands (inland);Artificial/Aquatic & Marine"
"Golden-mantled Tree Kangaroo","animalia","mammalia","chordata","Dendrolagus pulcherrimus","macropodidae","pulcherrimus","diprotodontia","dendrolagus",2016,"Stable","Australasian","Terrestrial","Global","25 July 2015",500,"Agriculture & aquaculture;Biological resource use","Forest"
"Wondiwoi Tree-kangaroo","animalia","mammalia","chordata","Dendrolagus mayri","macropodidae","mayri","diprotodontia","dendrolagus",2016,"Unknown","Australasian","Terrestrial","Global","15 June 2015",40,"Biological resource use","Forest"
"Bolivian Chinchilla Rat","animalia","mammalia","chordata","Abrocoma boliviensis","abrocomidae","boliviensis","rodentia","abrocoma",2016,"Decreasing","Neotropical","Terrestrial","Global","01 March 2016",NA,"Residential & commercial development;Agriculture & aquaculture;Transportation & service corridors;Natural system modifications","Forest;Rocky areas (eg. inland cliffs, mountain peaks)"
"Black-spotted Cuscus","animalia","mammalia","chordata","Spilocuscus rufoniger","phalangeridae","rufoniger","diprotodontia","spilocuscus",2016,"Decreasing","Australasian","Terrestrial","Global","15 June 2015",NA,"Agriculture & aquaculture;Biological resource use","Forest"
"Aru Flying Fox","animalia","mammalia","chordata","Pteropus aruensis","pteropodidae","aruensis","chiroptera","pteropus",2016,"Unknown","Australasian","Terrestrial","Global","18 January 2016",NA,"","Unknown"
"Nike's Squeaker","animalia","amphibia","chordata","Arthroleptis nikeae","arthroleptidae","nikeae","anura","arthroleptis",2014,"Unknown","Afrotropical","Terrestrial","Global","03 June 2012",NA,"Biological resource use","Forest"
NA,"animalia","actinopterygii","chordata","Haplochromis plutonius","cichlidae","plutonius","perciformes","haplochromis",2010,"Decreasing","Afrotropical","Freshwater (=Inland waters)","Global;Pan-Africa;Eastern Africa","31 March 2010",NA,"Biological resource use;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
"Dwarf Sturgeon","animalia","actinopterygii","chordata","Pseudoscaphirhynchus hermanni","acipenseridae","hermanni","acipenseriformes","pseudoscaphirhynchus",2010,"Decreasing","Palearctic","Freshwater (=Inland waters)","Global","24 October 2009",NA,"Biological resource use;Natural system modifications;Pollution","Wetlands (inland)"
NA,"animalia","actinopterygii","chordata","Haplochromis antleter","cichlidae","antleter","perciformes","haplochromis",2010,"Decreasing","Afrotropical","Freshwater (=Inland waters)","Global;Pan-Africa;Eastern Africa","31 March 2010",NA,"Biological resource use;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
NA,"animalia","actinopterygii","chordata","Haplochromis vonlinnei","cichlidae","vonlinnei","perciformes","haplochromis",2010,"Decreasing","Afrotropical","Freshwater (=Inland waters)","Global;Pan-Africa;Eastern Africa","31 March 2010",NA,"Biological resource use;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
